ExchangeSegment,ExchangeInstrumentID,InstrumentType,Name,Description,Series,NameWithSeries,InstrumentID,PriceBand.High,PriceBand.Low,FreezeQty,TickSize,LotSize,Multiplier,displayName,ExpiryDate,TickerName,ticker
NSEFO,42551,1,ULTRACEMCO,ULTRACEMCO25JANFUT,FUTSTK,ULTRACEMCO-FUTSTK,2503000042551,12677.45,10372.5,2001,0.05,50,1,ULTRACEMCO,2025-01-30 14:30:00,ULTRACEMCO 30JAN2025,ULTRACEMCO25JANFUT
NSEFO,41282,1,NESTLEIND,NESTLEIND25JANFUT,FUTSTK,NESTLEIND-FUTSTK,2503000041282,2394.35,1959,10001,0.05,200,1,NESTLEIND,2025-01-30 14:30:00,NESTLEIND 30JAN2025,NESTLEIND25JANFUT
NSEFO,41169,1,M&M,M&M25JANFUT,FUTSTK,M&M-FUTSTK,2503000041169,3214.45,2630,8751,0.05,175,1,M&M,2025-01-30 14:30:00,M&M 30JAN2025,M&M25JANFUT
NSEFO,39696,1,NESTLEIND,NESTLEIND25FEBFUT,FUTSTK,NESTLEIND-FUTSTK,2505800039696,2387.2,1953.15,10001,0.05,200,1,NESTLEIND,2025-02-27 14:30:00,NESTLEIND 27FEB2025,NESTLEIND25FEBFUT
NSEFO,40989,1,HCLTECH,HCLTECH25JANFUT,FUTSTK,HCLTECH-FUTSTK,2503000040989,1892.65,1548.5,14001,0.05,350,1,HCLTECH,2025-01-30 14:30:00,HCLTECH 30JAN2025,HCLTECH25JANFUT
NSEFO,42457,1,NTPC,NTPC25JANFUT,FUTSTK,NTPC-FUTSTK,2503000042457,352.85,288.7,60001,0.05,1500,1,NTPC,2025-01-30 14:30:00,NTPC 30JAN2025,NTPC25JANFUT
NSEFO,40998,1,HEROMOTOCO,HEROMOTOCO25JANFUT,FUTSTK,HEROMOTOCO-FUTSTK,2503000040998,4482.1,3667.15,4501,0.05,150,1,HEROMOTOCO,2025-01-30 14:30:00,HEROMOTOCO 30JAN2025,HEROMOTOCO25JANFUT
NSEFO,35451,1,BHARTIARTL,BHARTIARTL25FEBFUT,FUTSTK,BHARTIARTL-FUTSTK,2505800035451,1770.75,1448.8,14251,0.05,475,1,BHARTIARTL,2025-02-27 14:30:00,BHARTIARTL 27FEB2025,BHARTIARTL25FEBFUT
NSEFO,35310,1,AXISBANK,AXISBANK25FEBFUT,FUTSTK,AXISBANK-FUTSTK,2505800035310,1086.05,888.6,18751,0.05,625,1,AXISBANK,2025-02-27 14:30:00,AXISBANK 27FEB2025,AXISBANK25FEBFUT
NSEFO,42497,1,SBIN,SBIN25JANFUT,FUTSTK,SBIN-FUTSTK,2503000042497,833.1,681.65,30001,0.05,750,1,SBIN,2025-01-30 14:30:00,SBIN 30JAN2025,SBIN25JANFUT
NSEFO,41528,1,UPL,UPL25FEBFUT,FUTSTK,UPL-FUTSTK,2505800041528,612.15,500.85,40651,0.05,1355,1,UPL,2025-02-27 14:30:00,UPL 27FEB2025,UPL25FEBFUT
NSEFO,39173,1,KOTAKBANK,KOTAKBANK25FEBFUT,FUTSTK,KOTAKBANK-FUTSTK,2505800039173,2122.65,1736.7,16001,0.05,400,1,KOTAKBANK,2025-02-27 14:30:00,KOTAKBANK 27FEB2025,KOTAKBANK25FEBFUT
NSEFO,42496,1,SBILIFE,SBILIFE25JANFUT,FUTSTK,SBILIFE-FUTSTK,2503000042496,1603.55,1312,15001,0.05,375,1,SBILIFE,2025-01-30 14:30:00,SBILIFE 30JAN2025,SBILIFE25JANFUT
NSEFO,38822,1,ICICIBANK,ICICIBANK25FEBFUT,FUTSTK,ICICIBANK-FUTSTK,2505800038822,1382.15,1130.85,21001,0.05,700,1,ICICIBANK,2025-02-27 14:30:00,ICICIBANK 27FEB2025,ICICIBANK25FEBFUT
NSEFO,41094,1,JSWSTEEL,JSWSTEEL25JANFUT,FUTSTK,JSWSTEEL-FUTSTK,2503000041094,1033.7,845.75,27001,0.05,675,1,JSWSTEEL,2025-01-30 14:30:00,JSWSTEEL 30JAN2025,JSWSTEEL25JANFUT
NSEFO,37264,1,BHARTIARTL,BHARTIARTL25JANFUT,FUTSTK,BHARTIARTL-FUTSTK,2503000037264,1760.95,1440.8,14251,0.05,475,1,BHARTIARTL,2025-01-30 14:30:00,BHARTIARTL 30JAN2025,BHARTIARTL25JANFUT
NSEFO,35885,1,BAJAJ-AUTO,BAJAJ-AUTO25JANFUT,FUTSTK,BAJAJ-AUTO-FUTSTK,2503000035885,9475.85,7753,3001,0.05,75,1,BAJAJ-AUTO,2025-01-30 14:30:00,BAJAJ-AUTO 30JAN2025,BAJAJ-AUTO25JANFUT
NSEFO,35076,1,ADANIPORTS,ADANIPORTS25FEBFUT,FUTSTK,ADANIPORTS-FUTSTK,2505800035076,1215.1,994.15,16001,0.05,400,1,ADANIPORTS,2025-02-27 14:30:00,ADANIPORTS 27FEB2025,ADANIPORTS25FEBFUT
NSEFO,36287,1,BAJFINANCE,BAJFINANCE25JANFUT,FUTSTK,BAJFINANCE-FUTSTK,2503000036287,8510.6,6963.25,3751,0.05,125,1,BAJFINANCE,2025-01-30 14:30:00,BAJFINANCE 30JAN2025,BAJFINANCE25JANFUT
NSEFO,41559,1,WIPRO,WIPRO25FEBFUT,FUTSTK,WIPRO-FUTSTK,2505800041559,345.2,282.45,90001,0.05,3000,1,WIPRO,2025-02-27 14:30:00,WIPRO 27FEB2025,WIPRO25FEBFUT
NSEFO,38724,1,HDFCBANK,HDFCBANK25FEBFUT,FUTSTK,HDFCBANK-FUTSTK,2505800038724,1852.55,1515.7,16501,0.05,550,1,HDFCBANK,2025-02-27 14:30:00,HDFCBANK 27FEB2025,HDFCBANK25FEBFUT
NSEFO,38746,1,HINDALCO,HINDALCO25FEBFUT,FUTSTK,HINDALCO-FUTSTK,2505800038746,647.3,529.65,42001,0.05,1400,1,HINDALCO,2025-02-27 14:30:00,HINDALCO 27FEB2025,HINDALCO25FEBFUT
NSEFO,41323,1,SUNPHARMA,SUNPHARMA25FEBFUT,FUTSTK,SUNPHARMA-FUTSTK,2505800041323,1912.05,1564.4,14001,0.05,350,1,SUNPHARMA,2025-02-27 14:30:00,SUNPHARMA 27FEB2025,SUNPHARMA25FEBFUT
NSEFO,41305,1,SHREECEM,SHREECEM25FEBFUT,FUTSTK,SHREECEM-FUTSTK,2505800041305,28697.9,23480.1,1001,0.05,25,1,SHREECEM,2025-02-27 14:30:00,SHREECEM 27FEB2025,SHREECEM25FEBFUT
NSEFO,41096,1,KOTAKBANK,KOTAKBANK25JANFUT,FUTSTK,KOTAKBANK-FUTSTK,2503000041096,2109.55,1726,16001,0.05,400,1,KOTAKBANK,2025-01-30 14:30:00,KOTAKBANK 30JAN2025,KOTAKBANK25JANFUT
NSEFO,41442,1,TATAMOTORS,TATAMOTORS25FEBFUT,FUTSTK,TATAMOTORS-FUTSTK,2505800041442,832.4,681.05,27501,0.05,550,1,TATAMOTORS,2025-02-27 14:30:00,TATAMOTORS 27FEB2025,TATAMOTORS25FEBFUT
NSEFO,35200,1,ADANIPORTS,ADANIPORTS25JANFUT,FUTSTK,ADANIPORTS-FUTSTK,2503000035200,1207.9,988.25,16001,0.05,400,1,ADANIPORTS,2025-01-30 14:30:00,ADANIPORTS 30JAN2025,ADANIPORTS25JANFUT
